id,ano,municipio,codigo_postal,total_fugas,tipo_de_fuga,fecha
705,2018,Eslida,12528,1,Interior vivienda,20/9/2018
708,2018,Caudiel,12440,1,Tubería general,25/9/2018
710,2018,Culla,12163,1,Acometida,26/9/2018
712,2018,Xodos,12134,0,,27/9/2018
713,2018,Geldo,12412,1,Acometida,17/10/2018
727,2018,Montanejos,12448,1,Tubería general,22/11/2018
731,2018,Caudiel,12440,1,Acometida,28/11/2018
735,2018,Olocau del Rey,12312,1,Tubería general,11/12/2018
736,2018,Castellfort,12159,1,Acometida,12/12/2018
741,2019,La Mata de Morella,12312,1,Tubería general,4/1/2019
743,2019,Arañuel,12232,1,Acometida,7/1/2019
747,2019,Geldo,12412,1,Tubería general,9/1/2019
749,2019,Gaibiel,12415,1,Acometida,15/1/2019
751,2019,Alfondeguilla,12609,1,Acometida,22/1/2019
752,2019,Eslida,12528,0,,23/1/2019
753,2019,Villahermosa del Río,12124,0,,29/1/2019
757,2019,Arañuel,12232,1,Tubería general,6/2/2019
758,2019,Vistabella del Maestrat,12135,1,Tubería general,7/2/2019
761,2019,Arañuel,12232,1,Acometida,12/2/2019
763,2019,Montanejos,12448,1,Acometida,19/2/2019
764,2019,Montanejos,12448,1,Tubería general,19/2/2019
768,2019,Caudiel,12440,1,Acometida,20/2/2019
776,2019,Pobla de Benifassà,12599,1,Acometida,5/3/2019
778,2019,Pobla de Benifassà,12599,1,Acometida,7/3/2019
780,2019,Arañuel,12232,1,Tubería general,12/3/2019
784,2019,Alquerías (Montanejos),12448,1,Tubería general,14/3/2019
788,2019,La Jana,12340,1,Tubería general,21/3/2019
789,2019,Sacañet,12469,1,Tubería general,1/4/2019
791,2019,Todolella,12312,1,Tubería general,3/4/2019
793,2019,Forcall,12310,1,Tubería general,4/4/2019
795,2019,Les Useres,12118,1,Tubería general,15/4/2019
797,2019,Castillo de Villamalefa,12123,1,Acometida,16/4/2019
799,2019,Soneja,12480,1,Tubería general,18/4/2019
801,2019,Castillo de Villamalefa,12123,1,Interior vivienda,30/4/2019
803,2019,Les Useres,12118,1,Acometida,7/5/2019
809,2019,La Mata de Morella,12312,1,Tubería general,15/5/2019
812,2019,Matet,12415,0,,21/5/2019
816,2019,Castillo de Villamalefa,12123,0,,30/5/2019
817,2019,Cedraman,12123,1,Acometida,30/5/2019
819,2019,Montanejos,12448,0,,3/6/2019
822,2019,Eslida,12528,1,Tubería general,5/6/2019
826,2019,Alfondeguilla,12609,1,Acometida,10/6/2019
827,2019,La Monzona (Puebla de Arenoso),12428,0,,11/6/2019
831,2019,Villahermosa del Río,12124,1,Acometida,13/6/2019
833,2019,Caudiel,12440,1,Tubería general,18/6/2019
834,2019,Fuentes de Ayódar,12225,0,,18/6/2019
836,2019,Portell de Morella,12318,1,Acometida,19/6/2019
837,2019,Portell de Morella,12318,1,Acometida,19/6/2019
847,2019,Eslida,12528,1,Tubería general,8/7/2019
848,2019,Eslida,12528,1,Tubería general,8/7/2019
851,2019,Jérica,12450,1,Tubería general,15/7/2019
852,2019,Jérica,12450,1,Interior vivienda,15/7/2019
853,2019,Castell de Cabres,12319,1,Acometida,16/7/2019
854,2019,Palanques,12311,1,Tubería general,16/7/2019
856,2019,La Torre d'En Besora,12161,1,Acometida,16/7/2019
860,2019,Jérica,12450,0,,18/7/2019
861,2019,Cinctorres,12318,1,Tubería general,22/7/2019
862,2019,Diputación,12004,1,Interior vivienda,23/7/2019
867,2019,Alfondeguilla,12609,1,Acometida,12/8/2019
870,2019,Alcudia de Veo,12222,1,Tubería general,14/8/2019
874,2019,Gaibiel,12415,0,,26/8/2019
879,2019,Soneja,12480,1,Tubería general,3/9/2019
885,2019,Forcall,12310,1,Acometida,11/9/2019
886,2019,La Torre d'En Besora,12161,1,Acometida,17/9/2019
887,2019,Xodos,12134,1,Interior vivienda,18/9/2019
889,2019,Alfondeguilla,12609,1,Acometida,24/9/2019
890,2019,Forcall,12310,1,Acometida,25/9/2019
892,2019,Benafigos,12134,0,,26/9/2019
893,2019,Soneja,12480,0,,30/9/2019
897,2019,La Torre d'En Besora,12161,1,Tubería general,7/10/2019
901,2019,Alquerías (Montanejos),12448,1,Tubería general,10/10/2019
903,2019,Caudiel,12440,1,Tubería general,14/10/2019
904,2019,Caudiel,12440,1,Tubería general,14/10/2019
905,2019,Caudiel,12440,1,Interior vivienda,14/10/2019
908,2019,Corachar (Pobla de Benifassà),12599,1,Acometida,17/10/2019
913,2019,Pina de Montalgrao,12429,1,Tubería general,21/10/2019
915,2019,Pavías,12449,1,Acometida,23/10/2019
920,2019,Eslida,12528,1,Tubería general,28/10/2019
921,2019,Sacañet,12469,1,Interior vivienda,29/10/2019
923,2019,Artana,12527,1,Acometida,29/10/2019
924,2019,Alquerías (Montanejos),12448,1,Tubería general,30/10/2019
926,2019,Xodos,12134,1,Interior vivienda,5/11/2019
929,2019,Chóvar,12499,1,Tubería general,6/11/2019
930,2019,Alfondeguilla,12609,1,Acometida,7/11/2019
938,2019,Cinctorres,12318,1,Tubería general,18/11/2019
944,2019,Geldo,12412,1,Tubería general,25/11/2019
946,2019,Alfondeguilla,12609,1,Tubería general,27/11/2019
953,2019,Artana,12527,0,,19/12/2019
957,2019,Soneja,12480,1,Tubería general,30/12/2019
968,2020,Pavías,12449,1,Tubería general,28/1/2020
973,2020,Portell de Morella,12318,1,Tubería general,6/2/2020
975,2020,Geldo,12412,1,Tubería general,12/2/2020
977,2020,Pobla de Benifassà,12599,1,Tubería general,17/2/2020
979,2020,Caudiel,12440,1,Llave de paso de la general,18/2/2020
980,2020,Caudiel,12440,1,Interior vivienda,18/2/2020
981,2020,La Mata de Morella,12312,1,Tubería general,19/2/2020
982,2020,La Mata de Morella,12312,1,Llave de paso de la acometida,19/2/2020
989,2020,Lucena del Cid,12120,0,,9/3/2020
990,2020,Los Calpes (Puebla de Arenoso),12428,1,Acometida,10/3/2020
995,2020,Villores,12311,1,Llave de paso de la acometida,23/4/2020
996,2020,Villores,12311,1,Llave de paso de la acometida,23/4/2020
1000,2020,Villores,12311,1,Acometida,23/4/2020
1003,2020,Castellfort,12159,1,Tubería general,28/4/2020
1004,2020,Castellfort,12159,1,Tubería general,10/5/2020
1009,2020,Eslida,12528,0,,14/5/2020
1013,2020,Vistabella del Maestrat,12135,1,Acometida,25/5/2020
1018,2020,Font d'en Segures,12160,1,Tubería general,2/6/2020
1020,2020,Todolella,12312,1,,5/6/2020
1021,2020,Eslida,12528,1,Tubería general,11/6/2020
1023,2020,Ludiente,12123,1,Tubería general,17/6/2020
1024,2020,Ludiente,12123,1,Tubería general,18/6/2020
1029,2020,Eslida,12528,1,Interior vivienda,23/6/2020
1035,2020,Castellfort,12159,1,Acometida,30/6/2020
1036,2020,Palanques,12311,1,Llave de paso de la acometida,30/6/2020
1042,2020,Algimia de Almonacid,12414,1,Acometida,1/7/2020
1043,2020,Aín,12222,1,Acometida,1/7/2020
1051,2020,Forcall,12310,1,Tubería general,7/7/2020
1052,2020,Sot de Ferrer,12489,1,Tubería general,8/7/2020
1053,2020,Sot de Ferrer,12489,1,Acometida,8/7/2020
1054,2020,Gaibiel,12415,0,,8/7/2020
1066,2020,Xodos,12134,0,,20/7/2020
1067,2020,Todolella,12312,0,Llave de paso de la general,21/7/2020
1069,2020,Forcall,12310,1,Tubería general,21/7/2020
1070,2020,Alfondeguilla,12609,0,,22/7/2020
1071,2020,Benafer,12449,0,,22/7/2020
1074,2020,Ayódar,12224,1,Tubería general,23/7/2020
1079,2020,Pobla de Benifassà,12599,1,Boca de Riego,30/7/2020
1085,2020,Artana,12527,1,Tubería general,5/8/2020
1086,2020,Palanques,12311,1,Tubería general,6/8/2020
1096,2020,Herbés,12317,1,Tubería general,19/8/2020
1100,2020,Artana,12527,1,Interior vivienda,25/8/2020
1101,2020,La Mata de Morella,12312,1,Tubería general,26/8/2020
1102,2020,Forcall,12310,1,Tubería general,26/8/2020
1105,2020,Novaliches (Jérica),12450,1,Acometida,1/9/2020
1106,2020,Novaliches (Jérica),12450,1,Tubería general,1/9/2020
1109,2020,Cinctorres,12318,0,,7/9/2020
1110,2020,Alfondeguilla,12609,1,Tubería general,10/9/2020
1117,2020,Eslida,12528,1,Acometida,23/9/2020
1119,2020,Soneja,12480,1,Acometida,5/10/2020
1120,2020,Alfondeguilla,12609,1,Acometida,5/10/2020
1127,2020,Jérica,12450,1,Tubería general,2/9/2020
1129,2020,Benassal,12160,0,,13/10/2020
1130,2020,Pobla de Benifassà,12599,1,Acometida,14/10/2020
1134,2020,Gaibiel,12415,1,Tubería general,15/10/2020
1137,2020,Artana,12527,1,Acometida,15/10/2020
1139,2020,Montanejos,12448,0,,20/10/2020
1145,2020,Jérica,12450,1,Interior vivienda,29/10/2020
1148,2020,Portell de Morella,12318,1,Tubería general,10/11/2020
1150,2020,Borriol,12190,1,Tubería general,11/11/2020
1159,2020,La Mata de Morella,12312,1,Tubería general,23/11/2020
1160,2020,Boixar (Pobla de Benifassà),12599,1,Acometida,24/11/2020
1162,2020,Borriol,12190,1,Tubería general,26/11/2020
1164,2020,Geldo,12412,1,Tubería general,1/12/2020
1174,2020,Artana,12527,0,,23/1/2020
1176,2020,Montanejos,12448,1,Tubería general,28/12/2020
1181,2021,Eslida,12528,1,Acometida,25/1/2021
1183,2021,Soneja,12480,1,No se detectaron fugas,27/1/2021
1190,2021,Viver,12460,1,Llave de paso de la general,11/2/2021
1192,2021,Viver,12460,1,Tubería general,11/2/2021
1195,2021,Castillo de Villamalefa,12123,1,Acometida,17/2/2021
1197,2021,Eslida,12528,1,Acometida,22/2/2021
1198,2021,Artana,12527,1,Tubería general,22/2/2021
1203,2021,Alfondeguilla,12609,1,No se detectaron fugas,2/3/2021
1206,2021,Eslida,12528,1,Acometida,22/3/2021
1207,2021,Eslida,12528,1,Tubería general,22/3/2021
1217,2021,La Jana,12340,1,Tubería general,26/3/2021
1218,2021,Lucena del Cid,12120,1,Tubería general,29/3/2021
1219,2021,Pobla de Benifassà,12599,1,Acometida,30/3/2021
1223,2021,Ludiente,12123,1,Acometida,6/4/2021
1224,2021,Ludiente,12123,1,Tubería general,6/4/2021
1227,2021,Zorita del Maestrazgo,12006,1,Interior vivienda,8/4/2021
1228,2021,Los Calpes (Puebla de Arenoso),12428,1,Acometida,13/4/2021
1229,2021,Alfondeguilla,12609,1,Tubería general,15/4/2021
1230,2021,Sot de Ferrer,12489,1,Acometida,21/4/2021
1231,2021,Sot de Ferrer,12489,1,Interior vivienda,21/4/2021
1232,2021,Sot de Ferrer,12489,1,Llave de paso incendio,21/4/2021
1236,2021,Ludiente,12123,1,Acometida,27/4/2021
1242,2021,Todolella,12312,1,No se detectaron fugas,11/5/2021
1248,2021,Eslida,12528,1,Acometida,19/5/2021
1251,2021,Benafigos,12134,1,Interior vivienda,25/5/2021
1252,2021,Los Cantos (Puebla de Arenoso),12428,1,Interior vivienda,26/5/2021
1253,2021,Zorita del Maestrazgo,12006,1,No se detectaron fugas,27/5/2021
1258,2021,Alfondeguilla,12609,1,Acometida,7/6/2021
1259,2021,Alfondeguilla,12609,1,Llave de paso de la general,9/6/2021
1261,2021,Palanques,12311,1,Acometida,10/6/2021
1262,2021,Palanques,12311,1,Tubería general,10/6/2021
1265,2021,Gaibiel,12415,1,No se detectaron fugas,15/6/2021
1267,2021,Montanejos,12448,1,No se detectaron fugas,17/6/2021
1269,2021,Montanejos,12448,1,Tubería general,17/6/2021
1270,2021,Boixar (Pobla de Benifassà),12599,1,Acometida,21/6/2021
1273,2021,Costur,12119,1,No se detectaron fugas,28/6/2021
1274,2021,Alquerías (Montanejos),12448,1,Tubería general,30/6/2021
1276,2021,Caudiel,12440,1,Acometida,5/7/2021
1279,2021,Alcudia de Veo,12222,1,Acometida,7/7/2021
1281,2021,Cinctorres,12318,1,Acometida,12/7/2021
1285,2021,La Torre d'En Besora,12161,1,Acometida,14/7/2021
1287,2021,La Torre d'En Besora,12161,1,Tubería general,14/7/2021
1288,2021,Soneja,12480,1,Acometida,15/7/2021
1291,2021,Alfondeguilla,12609,1,Acometida,19/7/2021
1292,2021,Caudiel,12440,1,Acometida,19/7/2021
1294,2021,Geldo,12412,1,Acometida,19/7/2021
1297,2021,Corachar (Pobla de Benifassà),12599,1,Interior vivienda,20/7/2021
1298,2021,La Mata de Morella,12312,1,Tubería general,21/7/2021
1299,2021,La Mata de Morella,12312,1,Tubería general,21/7/2021
1301,2021,Matet,12415,1,Interior vivienda,22/7/2021
1302,2021,Matet,12415,1,Tubería general,22/7/2021
1305,2021,Algimia de Almonacid,12414,1,Tubería general,28/7/2021
1307,2021,Ludiente,12123,1,No se detectaron fugas,2/8/2021
1308,2021,Figueroles,12122,1,Tubería general,2/8/2021
1313,2021,Vistabella del Maestrat,12135,1,Interior vivienda,5/8/2021
1314,2021,Lucena del Cid,12120,1,Interior vivienda,6/8/2021
1321,2021,Matet,12415,1,Tubería general,12/8/2021
1322,2021,Pavías,12449,1,Acometida,17/8/2021
1325,2021,Eslida,12528,1,Acometida,31/8/2021
1328,2021,Ayódar,12224,1,Acometida,6/9/2021
1334,2021,Alfondeguilla,12609,1,No se detectaron fugas,9/9/2021
1337,2021,Gaibiel,12415,1,Acometida,27/9/2021
1338,2021,Cinctorres,12318,1,No se detectaron fugas,28/9/2021
1339,2021,Portell de Morella,12318,1,Acometida,29/9/2021
1340,2021,Portell de Morella,12318,1,Tubería general,29/9/2021
1341,2021,Pavías,12449,1,No se detectaron fugas,30/9/2021
1347,2021,Fredes (Pobla de Benifassà),12599,1,Llave de paso de la acometida,6/10/2021
1351,2021,Pobla de Benifassà,12599,1,Acometida,14/10/2021
1356,2021,Matet,12415,1,Tubería general,21/10/2021
1359,2021,Caudiel,12440,1,Tubería general,26/10/2021
1360,2021,Lucena del Cid,12120,1,Tubería general,27/10/2021
1361,2021,Jérica,12450,1,Tubería general,28/10/2021
1366,2021,Alfondeguilla,12609,1,Acometida,9/11/2021
1368,2021,Eslida,12528,1,No se detectaron fugas,11/11/2021
1369,2021,Jérica,12450,1,Acometida,15/11/2021
1372,2021,Soneja,12480,1,Tubería general,17/11/2021
1374,2021,Villanueva de Viver,12428,1,Acometida,18/11/2021
1375,2021,Villanueva de Viver,12428,1,Interior vivienda,18/11/2021
1379,2021,Lucena del Cid,12120,1,No se detectaron fugas,24/11/2021
1380,2021,Soneja,12480,1,Tubería general,30/11/2021
1382,2021,Caudiel,12440,1,Acometida,2/12/2021
1383,2021,Alfondeguilla,12609,1,Acometida,7/12/2021
1390,2021,Castellfort,12159,1,Acometida,16/12/2021
1392,2021,Castellfort,12159,1,Acometida,16/12/2021
1394,2021,Alfondeguilla,12609,1,Acometida,20/12/2021
1398,2021,Jérica,12450,1,Tubería general,28/12/2021
1399,2021,Novaliches (Jérica),12450,1,Tubería general,28/12/2021
1,2016,Ayódar,12224,1,Tubería general,11/1/2016
8,2016,Los Cantos (Puebla de Arenoso),12428,0,,19/1/2016
11,2016,Atzeneta,12132,1,Llave de paso de la general,26/1/2016
12,2016,Eslida,12528,1,Sin identificación,27/1/2016
16,2016,Torás,12431,1,Acometida,1/2/2016
18,2016,Geldo,12412,0,,2/2/2016
22,2016,Zorita del Maestrazgo,12311,1,Llave de paso de la general,9/2/2016
23,2016,Zorita del Maestrazgo,12311,1,Acometida,9/2/2016
26,2016,Zorita del Maestrazgo,12311,1,Tubería general,9/2/2016
28,2016,Vall de Almonacid,12414,1,Acometida,17/2/2016
31,2016,Castellfort,12159,1,Acometida,22/2/2016
33,2016,Cinctorres,12318,0,,22/2/2016
34,2016,Los Calpes (Puebla de Arenoso),12428,0,,23/2/2016
41,2016,Las Girabas (Ludiente),12123,1,Interior vivienda,9/3/2016
43,2016,Alfondeguilla,12609,1,Acometida,16/3/2016
45,2016,Soneja,12480,1,Tubería general,21/3/2016
46,2016,Palanques,12311,0,,22/3/2016
53,2016,Xodos,12134,2,Sin identificación,11/4/2016
55,2016,Gaibiel,12415,1,Acometida,13/4/2016
57,2016,Gaibiel,12415,1,Tubería general,13/4/2016
60,2016,Xodos,12134,0,,21/4/2016
63,2016,Pavías,12449,1,Acometida,25/4/2016
71,2016,Xodos,12134,1,Llave de paso de la acometida,4/5/2016
74,2016,Jérica,12450,0,,11/5/2016
79,2016,Jérica,12450,1,Tubería general,17/5/2016
91,2016,Todolella,12312,1,Tubería general,7/6/2016
93,2016,Puebla de Arenoso,12428,0,,9/6/2016
94,2016,La Monzona (Puebla de Arenoso),12428,1,Tubería general,9/6/2016
96,2016,Sant Joan de Moró,12130,1,Interior vivienda,15/6/2016
98,2016,Pavías,12449,1,Acometida,20/6/2016
103,2016,Todolella,12312,1,Acometida,22/6/2016
105,2016,Vistabella del Maestrat,12135,0,,23/6/2016
106,2016,San Rafael del Río,12510,1,Acometida,27/6/2016
107,2016,Pavías,12449,1,Llave de paso de la acometida,28/6/2016
108,2016,Pavías,12449,1,Llave de paso de la acometida,28/6/2016
115,2016,Cinctorres,12318,1,Acometida,5/7/2016
118,2016,Matet,12415,1,Tubería general,6/7/2016
122,2016,Pobla de Benifassà,12599,1,Llave de paso de la acometida,12/7/2016
124,2016,Todolella,12312,1,Acometida,12/7/2016
126,2016,Benafigos,12134,1,Llave de paso de la acometida,12/7/2016
128,2016,Aín,12222,1,Acometida,13/7/2016
129,2016,Jérica,12450,1,Acometida,14/7/2016
130,2016,Soneja,12480,1,Tubería general,14/7/2016
132,2016,Castellfort,12159,1,Sin identificación,18/7/2016
138,2016,Algimia de Almonacid,12414,1,Acometida,21/7/2016
140,2016,Caudiel,12440,1,Sin identificación,21/7/2016
146,2016,Pobla de Benifassà,12599,1,Llave de paso de la acometida,1/8/2016
152,2016,Algimia de Almonacid,12414,0,,4/8/2016
153,2016,Herbés,12317,1,Sin identificación,8/8/2016
154,2016,Herbés,12317,1,Sin identificación,8/8/2016
160,2016,Alfondeguilla,12609,0,,29/8/2016
163,2016,Ballestar (Pobla de Benifassà),12599,0,,31/8/2016
169,2016,Figueroles,12122,1,Interior vivienda,22/8/2016
173,2016,Figueroles,12122,1,Tubería general,24/8/2016
179,2016,Eslida,12528,1,Acometida,7/9/2016
181,2016,Eslida,12528,1,Acometida,7/9/2016
182,2016,Eslida,12528,1,Acometida,7/9/2016
183,2016,Eslida,12528,1,Tubería general,7/9/2016
186,2016,Lucena del Cid,12120,1,Tubería general,12/9/2016
192,2016,Villamalur,12224,1,,19/9/2016
193,2016,Eslida,12528,1,Acometida,20/9/2016
198,2016,Sacañet,12469,1,Tubería general,3/10/2016
199,2016,Vall de Almonacid,12141,1,Tubería general,3/10/2016
210,2016,Montanejos,12448,1,Acometida,6/10/2016
212,2016,Montanejos,12448,1,Tubería general,6/10/2016
215,2016,Rosell,12511,0,,10/10/2016
217,2016,Eslida,12528,1,Acometida,11/10/2016
218,2016,Xodos,12134,1,Interior vivienda,13/10/2016
221,2016,Jérica,12450,1,Tubería general,18/10/2016
223,2016,La Jana,12340,1,Acometida,24/10/2016
224,2016,La Jana,12340,1,Tubería general,24/10/2016
229,2016,Pavías,12449,1,Sin identificación,3/11/2016
232,2016,Sot de Ferrer,12489,1,Acometida,7/11/2016
233,2016,Sot de Ferrer,12489,1,Acometida,7/11/2016
236,2016,Sot de Ferrer,12489,1,Interior vivienda,7/11/2016
237,2016,Sot de Ferrer,12489,1,Interior vivienda,7/11/2016
240,2016,La Torre d'En Besora,12161,1,Tubería general,9/11/2016
242,2016,La Torre d'En Besora,12161,1,Tubería general,9/11/2016
243,2016,La Torre d'En Besora,12161,1,Llave de paso de la general,9/11/2016
245,2016,Matet,12415,1,Acometida,10/11/2016
247,2016,Vall de Almonacid,12141,1,Acometida,14/11/2016
249,2016,Vall de Almonacid,12141,1,Acometida,14/11/2016
258,2016,Torás,12431,1,Acometida,24/11/2016
260,2016,Torás,12431,1,Acometida,24/11/2016
263,2016,Eslida,12528,0,,1/12/2016
265,2016,Alfondeguilla,12609,1,Acometida,7/12/2016
270,2016,Caudiel,12440,1,Acometida,20/12/2016
273,2016,Alfondeguilla,12609,1,Acometida,27/12/2016
280,2017,Pavías,12449,1,Acometida,12/1/2017
281,2017,Vistabella del Maestrat,12135,0,,16/1/2017
282,2017,Villahermosa del Río,12124,1,Interior vivienda,17/1/2017
284,2017,Chóvar,12499,1,Tubería general,18/1/2017
286,2017,Torás,12431,1,Acometida,25/1/2017
289,2017,Caudiel,12440,1,Tubería general,26/1/2017
290,2017,Montanejos,12448,0,,30/1/2017
291,2017,Geldo,12412,1,Tubería general,2/2/2017
294,2017,Chóvar,12499,1,Tubería general,7/2/2017
296,2017,Chóvar,12499,1,Tubería general,10/2/2017
298,2017,Sacañet,12469,1,Tubería general,14/2/2017
299,2017,Montanejos,12448,1,Tubería general,15/2/2017
303,2017,Veo,12222,1,Interior vivienda,22/2/2017
304,2017,Sacañet,12469,1,Tubería general,23/2/2017
306,2017,Almedijar,12413,1,Tubería general,1/3/2017
312,2017,Torás,12431,1,Tubería general,15/3/2017
